accession_id,design_description,library_name,library_construction_protocol,paired_nominal_length,paired_nominal_sdev,platform,model,library_layout,library_strategy,library_source,library_selection,extra_attributes,study_accession_id,submission_accession_id,created_at,edited_at
EGAX00001158990,,,,231,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:19+02
EGAX00001158991,,,,204,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:19+02
EGAX00001158992,,,,203,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:13+02
EGAX00001158993,,,,220,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:13+02
EGAX00001158994,,,,323,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:13+02
EGAX00001158995,,,,197,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:50+01,2014-08-11 14:54:19+02
EGAX00001158996,,,,206,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:51+01,2014-08-11 14:54:19+02
EGAX00001158997,,,,289,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:51+01,2014-08-11 14:54:19+02
EGAX00001158998,,,,200,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:51+01,2014-08-11 14:54:19+02
EGAX00001158999,,,,183,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:51+01,2014-08-11 14:54:19+02
EGAX00001159000,,,,268,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134545,2014-01-24 01:08:51+01,2014-08-11 14:54:19+02
EGAX00001159001,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:05+01,2014-08-11 14:54:13+02
EGAX00001159002,,,,191,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:05+01,2014-08-11 14:54:14+02
EGAX00001159003,,,,189,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:05+01,2014-08-11 14:54:19+02
EGAX00001159004,,,,211,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:05+01,2014-08-11 14:54:14+02
EGAX00001159005,,,,187,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:14+02
EGAX00001159006,,,,193,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:13+02
EGAX00001159007,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:13+02
EGAX00001159008,,,,188,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:14+02
EGAX00001159009,,,,344,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:19+02
EGAX00001159010,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:14+02
EGAX00001159011,,,,300,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:14+02
EGAX00001159012,,,,339,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:19+02
EGAX00001159013,,,,196,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:14+02
EGAX00001159014,,,,221,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:20+02
EGAX00001159015,,,,244,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:20+02
EGAX00001159016,,,,246,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:20+02
EGAX00001159017,,,,254,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:14+02
EGAX00001159018,,,,233,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:20+02
EGAX00001159019,,,,324,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:20+02
EGAX00001159020,,,,230,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:20+02
EGAX00001159021,,,,193,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:14+02
EGAX00001159022,,,,308,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:20+02
EGAX00001159023,,,,269,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:20+02
EGAX00001159024,,,,191,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:20+02
EGAX00001159025,,,,189,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:06+01,2014-08-11 14:54:14+02
EGAX00001159026,,,,188,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:20+02
EGAX00001159027,,,,290,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:20+02
EGAX00001159028,,,,198,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:14+02
EGAX00001159029,,,,220,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:20+02
EGAX00001159030,,,,329,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:20+02
EGAX00001159031,,,,253,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:20+02
EGAX00001159032,,,,189,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:14+02
EGAX00001159033,,,,198,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:14+02
EGAX00001159034,,,,242,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:20+02
EGAX00001159035,,,,283,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:21+02
EGAX00001159036,,,,230,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:21+02
EGAX00001159037,,,,243,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:21+02
EGAX00001159038,,,,190,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:21+02
EGAX00001159039,,,,181,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:21+02
EGAX00001159040,,,,203,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:21+02
EGAX00001159041,,,,205,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:21+02
EGAX00001159042,,,,190,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:21+02
EGAX00001159043,,,,243,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:21+02
EGAX00001159044,,,,210,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:21+02
EGAX00001159045,,,,193,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:21+02
EGAX00001159046,,,,219,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:21+02
EGAX00001159047,,,,195,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:21+02
EGAX00001159048,,,,271,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:21+02
EGAX00001159049,,,,203,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:21+02
EGAX00001159050,,,,204,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:05+02
EGAX00001159051,,,,197,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:05+02
EGAX00001159052,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:05+02
EGAX00001159053,,,,315,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:07+01,2014-08-11 14:54:05+02
EGAX00001159054,,,,191,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:05+02
EGAX00001159055,,,,227,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:05+02
EGAX00001159056,,,,214,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:05+02
EGAX00001159057,,,,207,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:05+02
EGAX00001159058,,,,190,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:05+02
EGAX00001159059,,,,192,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:05+02
EGAX00001159060,,,,202,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:05+02
EGAX00001159061,,,,273,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:05+02
EGAX00001159062,,,,206,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:05+02
EGAX00001159063,,,,212,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:05+02
EGAX00001159064,,,,232,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:13+02
EGAX00001159065,,,,298,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:05+02
EGAX00001159066,,,,192,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:06+02
EGAX00001159067,,,,197,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:13+02
EGAX00001159068,,,,207,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:13+02
EGAX00001159069,,,,205,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:13+02
EGAX00001159070,,,,204,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:13+02
EGAX00001159071,,,,205,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:13+02
EGAX00001159072,,,,190,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:08+01,2014-08-11 14:54:13+02
EGAX00001159073,,,,200,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:09+01,2014-08-11 14:54:13+02
EGAX00001159074,,,,208,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:09+01,2014-08-11 14:54:13+02
EGAX00001159075,,,,206,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134546,2014-01-24 01:49:09+01,2014-08-11 14:54:13+02
EGAX00001159076,,,,203,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159077,,,,201,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159078,,,,215,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159079,,,,237,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159080,,,,236,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159081,,,,200,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:15+02
EGAX00001159082,,,,227,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159083,,,,195,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159084,,,,190,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159085,,,,206,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:15+02
EGAX00001159086,,,,219,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159087,,,,190,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159088,,,,183,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159089,,,,338,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159090,,,,213,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159091,,,,191,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159092,,,,243,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159093,,,,194,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159094,,,,180,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:14+02
EGAX00001159095,,,,205,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:15+02
EGAX00001159096,,,,206,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:15+02
EGAX00001159097,,,,210,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:15+02
EGAX00001159098,,,,217,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:19+01,2014-08-11 14:54:15+02
EGAX00001159099,,,,206,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159100,,,,191,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159101,,,,183,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159102,,,,203,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159103,,,,186,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159104,,,,320,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159105,,,,186,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159106,,,,203,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159107,,,,216,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159108,,,,170,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159109,,,,170,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
EGAX00001159110,,,,193,,ILLUMINA,Illumina HiSeq 2000,PAIRED,RNA-Seq,TRANSCRIPTOMIC,other,,EGAS00001000610,EGA00001134547,2014-01-24 02:03:20+01,2014-08-11 14:54:15+02
