sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
636819,EGAN00001188161,SAMEA2337407,EGAR00001163717,EGAX00001159039,EGAS00001000610,"Age=47;Age_Unit=Years;Cell_line=NCI-H187;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Small Cell;Tissue_supergroup=Lung"
636821,EGAN00001187791,SAMEA2337037,EGAR00001163348,EGAX00001158670,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=C-33 A;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Cervix;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Cervix"
636822,EGAN00001188080,SAMEA2337326,EGAR00001163636,EGAX00001158958,EGAS00001000610,"Age=64;Age_Unit=Years;Cell_line=LOU-NH91;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Squamous Cell;Tissue_supergroup=Lung"
636823,EGAN00001188150,SAMEA2337396,EGAR00001163706,EGAX00001159028,EGAS00001000610,"Age=71;Age_Unit=Years;Cell_line=NCI-H1651;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=90% FBS; 10% DMSO;Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Non-Small Cell;Tissue_supergroup=Lung"
636824,EGAN00001188148,SAMEA2337394,EGAR00001163704,EGAX00001159026,EGAS00001000610,"Age=39;Age_Unit=Years;Cell_line=NCI-H1648;ENA-CHECKLIST=ERC000026;Ethnicity=African;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Lung"
636826,EGAN00001188127,SAMEA2337373,EGAR00001163683,EGAX00001159005,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=MOR;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Lung"
636827,EGAN00001188213,SAMEA2337459,EGAR00001163769,EGAX00001159091,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=NCI-H716;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Cecum;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Colo-Rectal"
636828,EGAN00001188420,SAMEA2337666,EGAR00001163976,EGAX00001159298,EGAS00001000610,"Age=55;Age_Unit=Years;Cell_line=YMB-1-E;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Breast;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Breast"
636829,EGAN00001187868,SAMEA2337114,EGAR00001163424,EGAX00001158746,EGAS00001000610,"Age=65;Age_Unit=Years;Cell_line=DMS 79;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Small Cell;Tissue_supergroup=Lung"
636830,EGAN00001187848,SAMEA2337094,EGAR00001163405,EGAX00001158727,EGAS00001000610,"Age=55;Age_Unit=Years;Cell_line=COR-L88;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Small Cell;Tissue_supergroup=Lung"
636831,EGAN00001188215,SAMEA2337461,EGAR00001163771,EGAX00001159093,EGAS00001000610,"Age=51;Age_Unit=Years;Cell_line=NCI-H810;ENA-CHECKLIST=ERC000026;Ethnicity=African;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Non-Small Cell;Tissue_supergroup=Lung"
636833,EGAN00001187893,SAMEA2337139,EGAR00001163449,EGAX00001158771,EGAS00001000610,"Age=9;Age_Unit=Months;Cell_line=G-402;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""McCoy's 5a, 10% FBS, 2mM L-Glutamine, 100mM HEPES"";Metastatic_Tissue=NA;Primary_Tissue=Kidney;Tissue_Diagnosis=Leiomyoma;Tissue_supergroup=Kidney"
636834,EGAN00001188277,SAMEA2337523,EGAR00001163833,EGAX00001159155,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=PK-8;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pancreas;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Pancreas"
636835,EGAN00001187903,SAMEA2337149,EGAR00001163459,EGAX00001158781,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=G141;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioma;Tissue_supergroup=Brain"
636836,EGAN00001188299,SAMEA2337545,EGAR00001163855,EGAX00001159177,EGAS00001000610,"Age=52;Age_Unit=Years;Cell_line=RPMI 2650;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Septum;Tissue_Diagnosis=Carcinoma Squamous Cell;Tissue_supergroup=Colo-Rectal"
636837,EGAN00001188089,SAMEA2337335,EGAR00001163645,EGAX00001158967,EGAS00001000610,"Age=33;Age_Unit=Years;Cell_line=M059J;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""DMEM/F12, 10% FBS, 2mM L-Glutamine, 15mM HEPES, 0.5mM Na.pyr, 1.2g/L NaHCO3, 0.5mM NEAA"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioblastoma;Tissue_supergroup=Brain"
636838,EGAN00001188090,SAMEA2337336,EGAR00001163646,EGAX00001158968,EGAS00001000610,"Age=33;Age_Unit=Years;Cell_line=M059K;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""DMEM/F12, 10% FBS, 2mM L-Glutamine, 15mM HEPES, 0.5mM Na.pyr, 1.2g/L NaHCO3, 0.5mM NEAA"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Glioblastoma;Tissue_supergroup=Brain"
636839,EGAN00001187851,SAMEA2337097,EGAR00001163408,EGAX00001158730,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=COV413A;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Ovary"
636841,EGAN00001187846,SAMEA2337092,EGAR00001163403,EGAX00001158725,EGAS00001000610,"Age=63;Age_Unit=Years;Cell_line=COR-L279;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Small Cell;Tissue_supergroup=Lung"
636842,EGAN00001187847,SAMEA2337093,EGAR00001163404,EGAX00001158726,EGAS00001000610,"Age=67;Age_Unit=Years;Cell_line=COR-L47;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Small Cell;Tissue_supergroup=Lung"
636843,EGAN00001187856,SAMEA2337102,EGAR00001164047,EGAX00001159369,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=CPC-N;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""McCoys 5A, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Small Cell;Tissue_supergroup=Lung"
636844,EGAN00001187957,SAMEA2337203,EGAR00001163513,EGAX00001158835,EGAS00001000610,"Age=80;Age_Unit=Years;Cell_line=HCC366;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Non-Small Cell;Tissue_supergroup=Lung"
636845,EGAN00001188140,SAMEA2337386,EGAR00001163696,EGAX00001159018,EGAS00001000610,"Age=55;Age_Unit=Years;Cell_line=NCI-H1395;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""FBS, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Lung"
636846,EGAN00001188203,SAMEA2337449,EGAR00001163759,EGAX00001159081,EGAS00001000610,"Age=64;Age_Unit=Years;Cell_line=NCI-H345;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Small Cell;Tissue_supergroup=Lung"
636847,EGAN00001187841,SAMEA2337087,EGAR00001163398,EGAX00001158720,EGAS00001000610,"Age=43;Age_Unit=Years;Cell_line=COLO 857;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin"
636848,EGAN00001188016,SAMEA2337262,EGAR00001163572,EGAX00001158894,EGAS00001000610,"Age=26;Age_Unit=Years;Cell_line=IGR-37;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin"
636849,EGAN00001188311,SAMEA2337557,EGAR00001163867,EGAX00001159189,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=SET-2;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Leukemia Acute Myelogenic;Tissue_supergroup=Lymphoid"
636850,EGAN00001187963,SAMEA2337209,EGAR00001163519,EGAX00001158841,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=HCC461;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Lung"
636852,EGAN00001188200,SAMEA2337446,EGAR00001163756,EGAX00001159078,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=NCI-H2810;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Mesothelioma;Tissue_supergroup=Lung"
636853,EGAN00001188378,SAMEA2337624,EGAR00001163934,EGAX00001159256,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=SW 527;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Breast;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Breast"
636854,EGAN00001188052,SAMEA2337298,EGAR00001163608,EGAX00001158930,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=KMS-26;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% Heat Inactivated FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Multiple Myeloma;Tissue_supergroup=Lymphoid"
636855,EGAN00001188034,SAMEA2337280,EGAR00001163590,EGAX00001158912,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=K-562;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% HI FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Leukemia Chronic Myelogenic;Tissue_supergroup=Lymphoid"
636856,EGAN00001188030,SAMEA2337276,EGAR00001163586,EGAX00001158908,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=JJ012;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""40%DMEM, 40%MEM, 10%F-12, 10% FBS, 100nM Hydrocortisone, 100ng/mL Insulin, 25ug/ml L-Ascorbic Acid"";Metastatic_Tissue=NA;Primary_Tissue=Cartilage;Tissue_Diagnosis=Chondrosarcoma;Tissue_supergroup=Sarcomatiod"
636857,EGAN00001187845,SAMEA2337091,EGAR00001163402,EGAX00001158724,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=COR-L26;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Large Cell;Tissue_supergroup=Lung"
636858,EGAN00001187956,SAMEA2337202,EGAR00001163512,EGAX00001158834,EGAS00001000610,"Age=76;Age_Unit=Years;Cell_line=HCC364;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Lung"
636859,EGAN00001188076,SAMEA2337322,EGAR00001163632,EGAX00001158954,EGAS00001000610,"Age=44;Age_Unit=Years;Cell_line=LCLC-97TM1;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 20% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Large Cell;Tissue_supergroup=Lung"
636860,EGAN00001188179,SAMEA2337425,EGAR00001163735,EGAX00001159057,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=NCI-H2135;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Non-Small Cell;Tissue_supergroup=Lung"
636861,EGAN00001187882,SAMEA2337128,EGAR00001163438,EGAX00001158760,EGAS00001000610,"Age=46;Age_Unit=Years;Cell_line=EFM-192C;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 20% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Breast;Tissue_Diagnosis=Adenocarcinoma;Tissue_supergroup=Breast"
636862,EGAN00001188171,SAMEA2337417,EGAR00001163727,EGAX00001159049,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=NCI-H2052;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Pleura;Tissue_Diagnosis=Mesothelioma;Tissue_supergroup=Other"
636863,EGAN00001187796,SAMEA2337042,EGAR00001163353,EGAX00001158675,EGAS00001000610,Age=NA;Age_Unit=NA;Cell_line=C3A;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=#N/A;Gender=NA;Growth_Media=#N/A;Metastatic_Tissue=NA;Primary_Tissue=Liver;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Liver
636864,EGAN00001187840,SAMEA2337086,EGAR00001163397,EGAX00001158719,EGAS00001000610,"Age=43;Age_Unit=Years;Cell_line=COLO 853;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin"
636865,EGAN00001187983,SAMEA2337229,EGAR00001163539,EGAX00001158861,EGAS00001000610,"Age=62;Age_Unit=Years;Cell_line=HMY-1;ENA-CHECKLIST=ERC000026;Ethnicity=Japanese;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin"
636866,EGAN00001188023,SAMEA2337269,EGAR00001163579,EGAX00001158901,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=JHH-1;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""Williams Media E, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Liver;Tissue_Diagnosis=Carcinoma Hepatocellular;Tissue_supergroup=Liver"
636867,EGAN00001188063,SAMEA2337309,EGAR00001163619,EGAX00001158941,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=KU812;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% Heat Inactivated FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Blood;Tissue_Diagnosis=Leukemia Acute Myelogenic;Tissue_supergroup=Lymphoid"
636868,EGAN00001188332,SAMEA2337578,EGAR00001163888,EGAX00001159210,EGAS00001000610,"Age=4;Age_Unit=Years;Cell_line=SK-N-SH;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Neuroblastoma;Tissue_supergroup=Brain"
636869,EGAN00001188410,SAMEA2337656,EGAR00001163966,EGAX00001159288,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=UMC-11;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Tumor Carcinoid;Tissue_supergroup=Lung"
636872,EGAN00001188303,SAMEA2337549,EGAR00001163859,EGAX00001159181,EGAS00001000610,"Age=63;Age_Unit=Years;Cell_line=RT4;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Urinary Bladder;Tissue_Diagnosis=Carcinoma Transitional Cell;Tissue_supergroup=Urinary Bladder"
636874,EGAN00001188115,SAMEA2337361,EGAR00001163671,EGAX00001158993,EGAS00001000610,"Age=4;Age_Unit=Years;Cell_line=MHH-NB-11;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Brain;Tissue_Diagnosis=Neuroblastoma;Tissue_supergroup=Brain"
636875,EGAN00001187836,SAMEA2337082,EGAR00001163393,EGAX00001158715,EGAS00001000610,"Age=14;Age_Unit=Years;Cell_line=COLO 794;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Skin;Tissue_Diagnosis=Melanoma;Tissue_supergroup=Skin"
636881,EGAN00001187939,SAMEA2337185,EGAR00001163495,EGAX00001158817,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=HCC1576;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Adrenal;Tissue_Diagnosis=Unknown;Tissue_supergroup=Other"
636882,EGAN00001187853,SAMEA2337099,EGAR00001163410,EGAX00001158732,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=COV434;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Female;Growth_Media=DMEM; 10% FBS; 2mM L-Glutamine;Metastatic_Tissue=NA;Primary_Tissue=Ovary;Tissue_Diagnosis=Tumor Granulosa Cell;Tissue_supergroup=Ovary"
636884,EGAN00001188220,SAMEA2337466,EGAR00001163776,EGAX00001159098,EGAS00001000610,"Age=43;Age_Unit=Years;Cell_line=NCI-H920;ENA-CHECKLIST=ERC000026;Ethnicity=Caucasian;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=Lymph Node;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma Non-Small Cell;Tissue_supergroup=Lung"
636885,EGAN00001187980,SAMEA2337226,EGAR00001163536,EGAX00001158858,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=HGC-27;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Stomach;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Stomach"
636886,EGAN00001188338,SAMEA2337584,EGAR00001163894,EGAX00001159216,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=SNU-182;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Liver;Tissue_Diagnosis=Carcinoma Hepatocellular;Tissue_supergroup=Liver"
637173,EGAN00001188343,SAMEA2337589,EGAR00001163899,EGAX00001159221,EGAS00001000610,"Age=NA;Age_Unit=NA;Cell_line=SNU-449;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=NA;Growth_Media=""RPMI-1640, 10% FBS, 2mM L-Glutamine, 100mM HEPES"";Metastatic_Tissue=NA;Primary_Tissue=Liver;Tissue_Diagnosis=Carcinoma Hepatocellular;Tissue_supergroup=Liver"
637174,EGAN00001187777,SAMEA2337023,EGAR00001163334,EGAX00001158656,EGAS00001000610,"Age=71;Age_Unit=Years;Cell_line=BEN;ENA-CHECKLIST=ERC000026;Ethnicity=NA;Freeze_Media=""Complete growth medium, 90%; DMSO, 10%"";Gender=Male;Growth_Media=""DMEM, 10% FBS, 2mM L-Glutamine"";Metastatic_Tissue=NA;Primary_Tissue=Lung;Tissue_Diagnosis=Carcinoma;Tissue_supergroup=Lung"
